trial_type,trial_index,time_elapsed,condition,TYPE,CONDITION,pid,exp_type,timeout,correct,response,button_clicks,alert_counter,choices,target,trial_duration,alert_threshold,voice_check_frequency,type,practice,question_order,stimulus,rt_s
GameOfN,21,872143,7,0,7,fa5de70d-69a9-4346-a75c-5c84568a5907,no-vp,True,0.0,,"[{""button"":""2"",""time:"":62791.900000572205,""value"":""2""},{""button"":""+"",""time:"":63483.800000190735,""value"":""2+""},{""button"":""2"",""time:"":63866.5,""value"":""2+2""},{""button"":""delete"",""time:"":118415.30000019073,""value"":""2+""},{""button"":""delete"",""time:"":118802.19999980927,""value"":""2""},{""button"":""delete"",""time:"":118992.19999980927,""value"":""""},{""button"":""delete"",""time:"":119200.30000019073,""value"":""""}]",,"[2,2,7,10]",24.0,180000.0,,,gameTrial,False,,,180
GameOfN,24,1054596,7,0,7,fa5de70d-69a9-4346-a75c-5c84568a5907,no-vp,False,1.0,(3+11-2)x2,"[{""button"":""3"",""time:"":146031,""value"":""3""},{""button"":""delete"",""time:"":147449,""value"":""""},{""button"":""delete"",""time:"":147603.19999980927,""value"":""""},{""button"":""("",""time:"":148852.80000019073,""value"":""(""},{""button"":""3"",""time:"":149520.5,""value"":""(3""},{""button"":""+"",""time:"":150135.69999980927,""value"":""(3+""},{""button"":""11"",""time:"":150924.89999961853,""value"":""(3+11""},{""button"":"")"",""time:"":151640.10000038147,""value"":""(3+11)""},{""button"":""-"",""time:"":157647.39999961853,""value"":""(3+11)-""},{""button"":""2"",""time:"":158252.60000038147,""value"":""(3+11)-2""},{""button"":""x"",""time:"":159101.19999980927,""value"":""(3+11)-2x""},{""button"":""2"",""time:"":159726.60000038147,""value"":""(3+11)-2x2""},{""button"":""submit"",""time:"":160350.30000019073,""value"":""(3+11)-2x2""},{""button"":""delete"",""time:"":168228.69999980927,""value"":""(3+11)-2x""},{""button"":""delete"",""time:"":168705.89999961853,""value"":""(3+11)-2""},{""button"":""delete"",""time:"":168958.39999961853,""value"":""(3+11)-""},{""button"":""delete"",""time:"":169861.19999980927,""value"":""(3+11)""},{""button"":""-"",""time:"":171378.39999961853,""value"":""(3+11)-""},{""button"":""2"",""time:"":172157.19999980927,""value"":""(3+11)-2""},{""button"":""delete"",""time:"":174351.30000019073,""value"":""(3+11)-""},{""button"":""delete"",""time:"":174532.30000019073,""value"":""(3+11)""},{""button"":""delete"",""time:"":174744.19999980927,""value"":""(3+11""},{""button"":""-"",""time:"":176286,""value"":""(3+11-""},{""button"":""2"",""time:"":176929.60000038147,""value"":""(3+11-2""},{""button"":"")"",""time:"":177627.60000038147,""value"":""(3+11-2)""},{""button"":""x"",""time:"":178351.89999961853,""value"":""(3+11-2)x""},{""button"":""2"",""time:"":179005.80000019073,""value"":""(3+11-2)x2""},{""button"":""submit"",""time:"":179572.80000019073,""value"":""(3+11-2)x2""}]",,"[2,2,3,11]",24.0,180000.0,,,gameTrial,False,,,179
GameOfN,27,1090807,7,0,7,fa5de70d-69a9-4346-a75c-5c84568a5907,no-vp,False,1.0,(4x2)x(4-1),"[{""button"":""("",""time:"":11288.800000190735,""value"":""(""},{""button"":""4"",""time:"":12046.5,""value"":""(4""},{""button"":""x"",""time:"":12902.70000076294,""value"":""(4x""},{""button"":""2"",""time:"":13619.900000572205,""value"":""(4x2""},{""button"":"")"",""time:"":14384.300000190735,""value"":""(4x2)""},{""button"":""("",""time:"":15310.300000190735,""value"":""(4x2)(""},{""button"":""4"",""time:"":16889.800000190735,""value"":""(4x2)(4""},{""button"":""-"",""time:"":18349.60000038147,""value"":""(4x2)(4-""},{""button"":""1"",""time:"":18974.70000076294,""value"":""(4x2)(4-1""},{""button"":"")"",""time:"":19831.300000190735,""value"":""(4x2)(4-1)""},{""button"":""submit"",""time:"":20379.10000038147,""value"":""(4x2)(4-1)""},{""button"":""delete"",""time:"":27364.70000076294,""value"":""(4x2)(4-1""},{""button"":""delete"",""time:"":27560.70000076294,""value"":""(4x2)(4-""},{""button"":""delete"",""time:"":27876.400000572205,""value"":""(4x2)(4""},{""button"":""delete"",""time:"":28066.900000572205,""value"":""(4x2)(""},{""button"":""delete"",""time:"":28405.400000572205,""value"":""(4x2)""},{""button"":""x"",""time:"":29275.800000190735,""value"":""(4x2)x""},{""button"":""("",""time:"":30119.60000038147,""value"":""(4x2)x(""},{""button"":""4"",""time:"":30871.60000038147,""value"":""(4x2)x(4""},{""button"":""-"",""time:"":32044.70000076294,""value"":""(4x2)x(4-""},{""button"":""1"",""time:"":32662.900000572205,""value"":""(4x2)x(4-1""},{""button"":"")"",""time:"":33400.300000190735,""value"":""(4x2)x(4-1)""},{""button"":""submit"",""time:"":33891.300000190735,""value"":""(4x2)x(4-1)""}]",,"[1,2,4,4]",24.0,180000.0,,,gameTrial,False,,,33
GameOfN,30,1273974,7,0,7,fa5de70d-69a9-4346-a75c-5c84568a5907,no-vp,True,0.0,8-6x9+6,"[{""button"":""("",""time:"":19314.099999427795,""value"":""(""},{""button"":""6"",""time:"":20179.5,""value"":""(6""},{""button"":""/"",""time:"":20690.5,""value"":""(6/""},{""button"":""6"",""time:"":21344.099999427795,""value"":""(6/6""},{""button"":"")"",""time:"":22474.5,""value"":""(6/6)""},{""button"":"")"",""time:"":22646.599999427795,""value"":""(6/6))""},{""button"":""delete"",""time:"":23918.300000190735,""value"":""(6/6)""},{""button"":""-"",""time:"":26446.5,""value"":""(6/6)-""},{""button"":""delete"",""time:"":39772.89999961853,""value"":""(6/6)""},{""button"":""delete"",""time:"":39954.300000190735,""value"":""(6/6""},{""button"":""delete"",""time:"":40112.199999809265,""value"":""(6/""},{""button"":""delete"",""time:"":40278.699999809265,""value"":""(6""},{""button"":""delete"",""time:"":40448.599999427795,""value"":""(""},{""button"":""delete"",""time:"":40622.699999809265,""value"":""""},{""button"":""delete"",""time:"":40805.599999427795,""value"":""""},{""button"":""9"",""time:"":42289.599999427795,""value"":""9""},{""button"":""-"",""time:"":43087.599999427795,""value"":""9-""},{""button"":""("",""time:"":45729.300000190735,""value"":""9-(""},{""button"":""6"",""time:"":46473.199999809265,""value"":""9-(6""},{""button"":""/"",""time:"":47118.89999961853,""value"":""9-(6/""},{""button"":""6"",""time:"":47800.89999961853,""value"":""9-(6/6""},{""button"":"")"",""time:"":48726.5,""value"":""9-(6/6)""},{""button"":""x"",""time:"":50344.39999961853,""value"":""9-(6/6)x""},{""button"":""8"",""time:"":51074.5,""value"":""9-(6/6)x8""},{""button"":""submit"",""time:"":51784.099999427795,""value"":""9-(6/6)x8""},{""button"":""delete"",""time:"":62192.39999961853,""value"":""9-(6/6)x""},{""button"":""delete"",""time:"":62401.599999427795,""value"":""9-(6/6)""},{""button"":""delete"",""time:"":62599.199999809265,""value"":""9-(6/6""},{""button"":""delete"",""time:"":62816.199999809265,""value"":""9-(6/""},{""button"":""delete"",""time:"":63062.39999961853,""value"":""9-(6""},{""button"":""delete"",""time:"":63294.699999809265,""value"":""9-(""},{""button"":""delete"",""time:"":64749.300000190735,""value"":""9-""},{""button"":""6"",""time:"":71270.5999994278,""value"":""9-6""},{""button"":""/"",""time:"":71890.5999994278,""value"":""9-6/""},{""button"":""6"",""time:"":72493.19999980927,""value"":""9-6/6""},{""button"":""x"",""time:"":73852.5999994278,""value"":""9-6/6x""},{""button"":""8"",""time:"":74568.89999961853,""value"":""9-6/6x8""},{""button"":""submit"",""time:"":75565.5,""value"":""9-6/6x8""},{""button"":""delete"",""time:"":77864.19999980927,""value"":""9-6/6x""},{""button"":""delete"",""time:"":78044.89999961853,""value"":""9-6/6""},{""button"":""delete"",""time:"":78223.0999994278,""value"":""9-6/""},{""button"":""delete"",""time:"":78389.0999994278,""value"":""9-6""},{""button"":""delete"",""time:"":78565.69999980927,""value"":""9-""},{""button"":""delete"",""time:"":78747.39999961853,""value"":""9""},{""button"":""delete"",""time:"":78937.69999980927,""value"":""""},{""button"":""6"",""time:"":82119.89999961853,""value"":""6""},{""button"":""/"",""time:"":83059.80000019073,""value"":""6/""},{""button"":""6"",""time:"":83754.30000019073,""value"":""6/6""},{""button"":"")"",""time:"":85608.69999980927,""value"":""6/6)""},{""button"":""delete"",""time:"":88847.39999961853,""value"":""6/6""},{""button"":""delete"",""time:"":89015.30000019073,""value"":""6/""},{""button"":""delete"",""time:"":89183.5999994278,""value"":""6""},{""button"":""delete"",""time:"":89352.5999994278,""value"":""""},{""button"":""delete"",""time:"":89527.89999961853,""value"":""""},{""button"":""("",""time:"":90216.80000019073,""value"":""(""},{""button"":""6"",""time:"":90854.0999994278,""value"":""(6""},{""button"":""/"",""time:"":91438.89999961853,""value"":""(6/""},{""button"":""delete"",""time:"":98687.89999961853,""value"":""(6""},{""button"":""delete"",""time:"":98867.5,""value"":""(""},{""button"":""delete"",""time:"":99057.69999980927,""value"":""""},{""button"":""delete"",""time:"":99260.89999961853,""value"":""""},{""button"":""delete"",""time:"":99544.80000019073,""value"":""""},{""button"":""("",""time:"":101018.19999980927,""value"":""(""},{""button"":""9"",""time:"":101819.19999980927,""value"":""(9""},{""button"":""-"",""time:"":103435.5,""value"":""(9-""},{""button"":""("",""time:"":105141,""value"":""(9-(""},{""button"":""6"",""time:"":105808.19999980927,""value"":""(9-(6""},{""button"":""/"",""time:"":106722,""value"":""(9-(6/""},{""button"":"")"",""time:"":108085,""value"":""(9-(6/)""},{""button"":""delete"",""time:"":109531.19999980927,""value"":""(9-(6/""},{""button"":""6"",""time:"":110367.5999994278,""value"":""(9-(6/6""},{""button"":"")"",""time:"":111118.69999980927,""value"":""(9-(6/6)""},{""button"":""x"",""time:"":116551.5999994278,""value"":""(9-(6/6)x""},{""button"":""8"",""time:"":117789,""value"":""(9-(6/6)x8""},{""button"":""submit"",""time:"":118865.5999994278,""value"":""(9-(6/6)x8""},{""button"":""delete"",""time:"":122114.69999980927,""value"":""(9-(6/6)x""},{""button"":""delete"",""time:"":122304,""value"":""(9-(6/6)""},{""button"":""delete"",""time:"":122457.80000019073,""value"":""(9-(6/6""},{""button"":""delete"",""time:"":122621.19999980927,""value"":""(9-(6/""},{""button"":""delete"",""time:"":122785,""value"":""(9-(6""},{""button"":""delete"",""time:"":122968.69999980927,""value"":""(9-(""},{""button"":""delete"",""time:"":123136.0999994278,""value"":""(9-""},{""button"":""delete"",""time:"":123310.69999980927,""value"":""(9""},{""button"":""delete"",""time:"":123487.89999961853,""value"":""(""},{""button"":""delete"",""time:"":123671.0999994278,""value"":""""},{""button"":""delete"",""time:"":124095.5,""value"":""""},{""button"":""("",""time:"":146477.30000019073,""value"":""(""},{""button"":""8"",""time:"":146968.80000019073,""value"":""(8""},{""button"":""-"",""time:"":147523.5999994278,""value"":""(8-""},{""button"":""6"",""time:"":148303.80000019073,""value"":""(8-6""},{""button"":"")"",""time:"":150409.0999994278,""value"":""(8-6)""},{""button"":""x"",""time:"":152152.39999961853,""value"":""(8-6)x""},{""button"":""9"",""time:"":154968.19999980927,""value"":""(8-6)x9""},{""button"":""x"",""time:"":155956.30000019073,""value"":""(8-6)x9x""},{""button"":""6"",""time:"":156560.19999980927,""value"":""(8-6)x9x6""},{""button"":""submit"",""time:"":157431.39999961853,""value"":""(8-6)x9x6""},{""button"":""delete"",""time:"":162009,""value"":""(8-6)x9x""},{""button"":""delete"",""time:"":162206.39999961853,""value"":""(8-6)x9""},{""button"":""delete"",""time:"":162382.0999994278,""value"":""(8-6)x""},{""button"":""delete"",""time:"":162557.89999961853,""value"":""(8-6)""},{""button"":""delete"",""time:"":162736,""value"":""(8-6""},{""button"":""delete"",""time:"":162932.80000019073,""value"":""(8-""},{""button"":""delete"",""time:"":163123.80000019073,""value"":""(8""},{""button"":""delete"",""time:"":163313.5,""value"":""(""},{""button"":""delete"",""time:"":163481.5999994278,""value"":""""},{""button"":""delete"",""time:"":163685.0999994278,""value"":""""},{""button"":""8"",""time:"":164507.5999994278,""value"":""8""},{""button"":""-"",""time:"":165695,""value"":""8-""},{""button"":""6"",""time:"":166397.89999961853,""value"":""8-6""},{""button"":""x"",""time:"":169403.69999980927,""value"":""8-6x""},{""button"":""9"",""time:"":170085.80000019073,""value"":""8-6x9""},{""button"":""+"",""time:"":173015.69999980927,""value"":""8-6x9+""},{""button"":""6"",""time:"":173684,""value"":""8-6x9+6""},{""button"":""submit"",""time:"":174525.80000019073,""value"":""8-6x9+6""}]",,"[6,6,8,9]",24.0,180000.0,,,gameTrial,False,,,180
GameOfN,33,1377116,7,0,7,fa5de70d-69a9-4346-a75c-5c84568a5907,no-vp,False,1.0,13+6+8-3,"[{""button"":""6"",""time:"":36654.5,""value"":""6""},{""button"":""+"",""time:"":37320.60000038147,""value"":""6+""},{""button"":""delete"",""time:"":39892.20000076294,""value"":""6""},{""button"":""delete"",""time:"":40059.70000076294,""value"":""""},{""button"":""delete"",""time:"":40235.70000076294,""value"":""""},{""button"":""("",""time:"":41188.400000572205,""value"":""(""},{""button"":""6"",""time:"":41827.900000572205,""value"":""(6""},{""button"":""x"",""time:"":42502.60000038147,""value"":""(6x""},{""button"":""3"",""time:"":43127.5,""value"":""(6x3""},{""button"":"")"",""time:"":44169.20000076294,""value"":""(6x3)""},{""button"":""+"",""time:"":53778.300000190735,""value"":""(6x3)+""},{""button"":""13"",""time:"":54762,""value"":""(6x3)+13""},{""button"":""-"",""time:"":55313.70000076294,""value"":""(6x3)+13-""},{""button"":""8"",""time:"":55926.900000572205,""value"":""(6x3)+13-8""},{""button"":""submit"",""time:"":56896.60000038147,""value"":""(6x3)+13-8""},{""button"":""delete"",""time:"":59417.10000038147,""value"":""(6x3)+13-""},{""button"":""delete"",""time:"":59601.70000076294,""value"":""(6x3)+13""},{""button"":""delete"",""time:"":59777.400000572205,""value"":""(6x3)+""},{""button"":""delete"",""time:"":59931.60000038147,""value"":""(6x3)""},{""button"":""delete"",""time:"":72318.5,""value"":""(6x3""},{""button"":""delete"",""time:"":72493.5,""value"":""(6x""},{""button"":""delete"",""time:"":72682.5,""value"":""(6""},{""button"":""delete"",""time:"":72852,""value"":""(""},{""button"":""delete"",""time:"":73026.9000005722,""value"":""""},{""button"":""delete"",""time:"":73220.9000005722,""value"":""""},{""button"":""delete"",""time:"":73489.60000038147,""value"":""""},{""button"":""13"",""time:"":89483.10000038147,""value"":""13""},{""button"":""+"",""time:"":91161.30000019073,""value"":""13+""},{""button"":""6"",""time:"":91801.4000005722,""value"":""13+6""},{""button"":""+"",""time:"":92560.80000019073,""value"":""13+6+""},{""button"":""8"",""time:"":93319.10000038147,""value"":""13+6+8""},{""button"":""-"",""time:"":94063.80000019073,""value"":""13+6+8-""},{""button"":""3"",""time:"":95082.30000019073,""value"":""13+6+8-3""},{""button"":""submit"",""time:"":95827.30000019073,""value"":""13+6+8-3""}]",,"[3,6,8,13]",24.0,180000.0,,,gameTrial,False,,,95
GameOfN,36,1439411,7,0,7,fa5de70d-69a9-4346-a75c-5c84568a5907,no-vp,False,1.0,(10/5)x(12/1),"[{""button"":""10"",""time:"":44491.800000190735,""value"":""10""},{""button"":""delete"",""time:"":46143.39999961853,""value"":""""},{""button"":""("",""time:"":47455.599999427795,""value"":""(""},{""button"":""10"",""time:"":48137.699999809265,""value"":""(10""},{""button"":""/"",""time:"":48954.199999809265,""value"":""(10/""},{""button"":""5"",""time:"":49580.599999427795,""value"":""(10/5""},{""button"":"")"",""time:"":50602.5,""value"":""(10/5)""},{""button"":""x"",""time:"":51760,""value"":""(10/5)x""},{""button"":""12"",""time:"":53873.199999809265,""value"":""(10/5)x12""},{""button"":""delete"",""time:"":55410.599999427795,""value"":""(10/5)x""},{""button"":""("",""time:"":56442.89999961853,""value"":""(10/5)x(""},{""button"":""12"",""time:"":57199.199999809265,""value"":""(10/5)x(12""},{""button"":""/"",""time:"":57980.300000190735,""value"":""(10/5)x(12/""},{""button"":""1"",""time:"":58639.5,""value"":""(10/5)x(12/1""},{""button"":"")"",""time:"":59489.300000190735,""value"":""(10/5)x(12/1)""},{""button"":""submit"",""time:"":60298.5,""value"":""(10/5)x(12/1)""}]",,"[1,5,10,12]",24.0,180000.0,,,gameTrial,False,,,60
GameOfN,2,109016,7,0,7,709f24a1-9051-4af4-8c38-e4dc2625b5ae,no-vp,False,1.0,6x(2+1+1),"[{""button"":""1"",""time:"":13845,""value"":""1""},{""button"":""+"",""time:"":15254,""value"":""1+""},{""button"":""1"",""time:"":15669,""value"":""1+1""},{""button"":""+"",""time:"":16467,""value"":""1+1+""},{""button"":""2"",""time:"":18787,""value"":""1+1+2""},{""button"":""x"",""time:"":19649,""value"":""1+1+2x""},{""button"":""6"",""time:"":20670,""value"":""1+1+2x6""},{""button"":""submit"",""time:"":21606,""value"":""1+1+2x6""},{""button"":""delete"",""time:"":33734,""value"":""1+1+2x""},{""button"":""delete"",""time:"":34138,""value"":""1+1+2""},{""button"":""delete"",""time:"":34309,""value"":""1+1+""},{""button"":""delete"",""time:"":34502,""value"":""1+1""},{""button"":""delete"",""time:"":34659,""value"":""1+""},{""button"":""delete"",""time:"":34813,""value"":""1""},{""button"":""delete"",""time:"":34945,""value"":""""},{""button"":""delete"",""time:"":35095,""value"":""""},{""button"":""2"",""time:"":36164,""value"":""2""},{""button"":""+"",""time:"":37284,""value"":""2+""},{""button"":""1"",""time:"":37797,""value"":""2+1""},{""button"":""+"",""time:"":38397,""value"":""2+1+""},{""button"":""1"",""time:"":38868,""value"":""2+1+1""},{""button"":""x"",""time:"":39834,""value"":""2+1+1x""},{""button"":""6"",""time:"":40233,""value"":""2+1+1x6""},{""button"":""submit"",""time:"":40940,""value"":""2+1+1x6""},{""button"":""delete"",""time:"":48912,""value"":""2+1+1x""},{""button"":""delete"",""time:"":49065,""value"":""2+1+1""},{""button"":""delete"",""time:"":49222,""value"":""2+1+""},{""button"":""delete"",""time:"":49388,""value"":""2+1""},{""button"":""delete"",""time:"":49551,""value"":""2+""},{""button"":""delete"",""time:"":49712,""value"":""2""},{""button"":""delete"",""time:"":49936,""value"":""""},{""button"":""delete"",""time:"":50178,""value"":""""},{""button"":""6"",""time:"":54316,""value"":""6""},{""button"":""x"",""time:"":54832,""value"":""6x""},{""button"":""("",""time:"":55752,""value"":""6x(""},{""button"":""2"",""time:"":56127,""value"":""6x(2""},{""button"":""+"",""time:"":57858,""value"":""6x(2+""},{""button"":""1"",""time:"":58300,""value"":""6x(2+1""},{""button"":""+"",""time:"":59393,""value"":""6x(2+1+""},{""button"":""1"",""time:"":59756,""value"":""6x(2+1+1""},{""button"":"")"",""time:"":60757,""value"":""6x(2+1+1)""},{""button"":""submit"",""time:"":61219,""value"":""6x(2+1+1)""}]",,"[6,1,1,2]",24.0,180000.0,,,gameTrial,True,,,61
GameOfN,5,134761,7,0,7,709f24a1-9051-4af4-8c38-e4dc2625b5ae,no-vp,False,1.0,(2+1)x1x8,"[{""button"":""("",""time:"":10122,""value"":""(""},{""button"":""2"",""time:"":10961,""value"":""(2""},{""button"":""+"",""time:"":12065,""value"":""(2+""},{""button"":""1"",""time:"":13154,""value"":""(2+1""},{""button"":"")"",""time:"":14503,""value"":""(2+1)""},{""button"":""x"",""time:"":16270,""value"":""(2+1)x""},{""button"":""1"",""time:"":16964,""value"":""(2+1)x1""},{""button"":""x"",""time:"":18008,""value"":""(2+1)x1x""},{""button"":""8"",""time:"":18421,""value"":""(2+1)x1x8""},{""button"":""submit"",""time:"":18985,""value"":""(2+1)x1x8""}]",,"[8,2,1,1]",24.0,180000.0,,,gameTrial,True,,,18
GameOfN,9,317123,7,0,7,709f24a1-9051-4af4-8c38-e4dc2625b5ae,no-vp,True,0.0,10-2(7)x2,"[{""button"":""7"",""time:"":91821,""value"":""7""},{""button"":""+"",""time:"":92456,""value"":""7+""},{""button"":""2"",""time:"":93755,""value"":""7+2""},{""button"":""delete"",""time:"":111261,""value"":""7+""},{""button"":""delete"",""time:"":111414,""value"":""7""},{""button"":""delete"",""time:"":111562,""value"":""""},{""button"":""delete"",""time:"":111708,""value"":""""},{""button"":""delete"",""time:"":111853,""value"":""""},{""button"":""delete"",""time:"":111958,""value"":""""},{""button"":""("",""time:"":143214,""value"":""(""},{""button"":""10"",""time:"":143685,""value"":""(10""},{""button"":""/"",""time:"":145053,""value"":""(10/""},{""button"":""2"",""time:"":145458,""value"":""(10/2""},{""button"":""delete"",""time:"":151982,""value"":""(10/""},{""button"":""delete"",""time:"":152982,""value"":""(10""},{""button"":""delete"",""time:"":154430,""value"":""(""},{""button"":""delete"",""time:"":154593,""value"":""""},{""button"":""10"",""time:"":155346,""value"":""10""},{""button"":""-"",""time:"":155832,""value"":""10-""},{""button"":""2"",""time:"":156216,""value"":""10-2""},{""button"":""x"",""time:"":167156,""value"":""10-2x""},{""button"":""delete"",""time:"":168778,""value"":""10-2""},{""button"":""("",""time:"":169524,""value"":""10-2(""},{""button"":""7"",""time:"":170412,""value"":""10-2(7""},{""button"":"")"",""time:"":171825,""value"":""10-2(7)""},{""button"":""2"",""time:"":173550,""value"":""10-2(7)2""},{""button"":"")"",""time:"":174159,""value"":""10-2(7)2)""},{""button"":""delete"",""time:"":175650,""value"":""10-2(7)2""},{""button"":""delete"",""time:"":175827,""value"":""10-2(7)""},{""button"":""x"",""time:"":177469,""value"":""10-2(7)x""},{""button"":""2"",""time:"":177826,""value"":""10-2(7)x2""},{""button"":""submit"",""time:"":179105,""value"":""10-2(7)x2""}]",,"[2,2,7,10]",24.0,180000.0,,,gameTrial,False,,,180
GameOfN,12,500376,7,0,7,709f24a1-9051-4af4-8c38-e4dc2625b5ae,no-vp,True,0.0,,"[{""button"":""10"",""time:"":97738,""value"":""10""},{""button"":""-"",""time:"":100190,""value"":""10-""},{""button"":""2"",""time:"":102481,""value"":""10-2""},{""button"":""delete"",""time:"":108108,""value"":""10-""},{""button"":""delete"",""time:"":108805,""value"":""10""},{""button"":""delete"",""time:"":109230,""value"":""""},{""button"":""delete"",""time:"":109404,""value"":""""},{""button"":""10"",""time:"":111957,""value"":""10""},{""button"":""+"",""time:"":112533,""value"":""10+""},{""button"":""2"",""time:"":112941,""value"":""10+2""},{""button"":""delete"",""time:"":116196,""value"":""10+""},{""button"":""delete"",""time:"":117213,""value"":""10""},{""button"":""delete"",""time:"":117552,""value"":""""},{""button"":""delete"",""time:"":117737,""value"":""""},{""button"":""2"",""time:"":118892,""value"":""2""},{""button"":""+"",""time:"":120005,""value"":""2+""},{""button"":""1"",""time:"":120402,""value"":""2+1""},{""button"":""delete"",""time:"":130576,""value"":""2+""},{""button"":""delete"",""time:"":130744,""value"":""2""},{""button"":""delete"",""time:"":130901,""value"":""""},{""button"":""delete"",""time:"":131048,""value"":""""}]",,"[1,2,8,10]",24.0,180000.0,,,gameTrial,False,,,180
GameOfN,15,529523,7,0,7,709f24a1-9051-4af4-8c38-e4dc2625b5ae,no-vp,False,1.0,11+11+1+1,"[{""button"":""11"",""time:"":2798,""value"":""11""},{""button"":""+"",""time:"":3577,""value"":""11+""},{""button"":""11"",""time:"":4158,""value"":""11+11""},{""button"":""+"",""time:"":4533,""value"":""11+11+""},{""button"":""1"",""time:"":5085,""value"":""11+11+1""},{""button"":""+"",""time:"":5415,""value"":""11+11+1+""},{""button"":""1"",""time:"":5827,""value"":""11+11+1+1""},{""button"":""submit"",""time:"":6283,""value"":""11+11+1+1""}]",,"[1,1,11,11]",24.0,180000.0,,,gameTrial,False,,,6
GameOfN,18,577166,7,0,7,709f24a1-9051-4af4-8c38-e4dc2625b5ae,no-vp,False,1.0,((2x7)-1)+11,"[{""button"":""("",""time:"":37702,""value"":""(""},{""button"":""("",""time:"":37866,""value"":""((""},{""button"":""2"",""time:"":38674,""value"":""((2""},{""button"":""x"",""time:"":39402,""value"":""((2x""},{""button"":""7"",""time:"":39970,""value"":""((2x7""},{""button"":"")"",""time:"":40910,""value"":""((2x7)""},{""button"":""-"",""time:"":42230,""value"":""((2x7)-""},{""button"":""1"",""time:"":42631,""value"":""((2x7)-1""},{""button"":"")"",""time:"":43243,""value"":""((2x7)-1)""},{""button"":""+"",""time:"":44767,""value"":""((2x7)-1)+""},{""button"":""11"",""time:"":45152,""value"":""((2x7)-1)+11""},{""button"":""submit"",""time:"":45942,""value"":""((2x7)-1)+11""}]",,"[1,2,7,11]",24.0,180000.0,,,gameTrial,False,,,45
