rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,transcript,annotation,timestamp
1538517,,,survey-text,10,6673006,0.0-1.0-0.9,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," Target number is 24, and we have 5, 5, 8, and 13. 8 plus 13 is 20-something. Let's do it a different way. 13 plus 5 is 3, 5, 6, 7, 8. 13 plus 5 is 18, so we have 18, 5, and 8. 8 minus 5, 5, 6, 7, 8 is 3. 18, 19, 20, 21. Dang it, it's 21, not 24. 18 plus 5 is 23. Hmm, this one might be harder. Okay, 5 plus 13. I mean, 5 plus 18 is 13. Then I'd have 13, 13, and 5. That's 26. Nope. Um, 5 times 5 is 25, 8, 13, um, 25 plus 8 maybe, 25, what is that, 35, I mean, 5, 6, 7, 8, 33 and 13, no, that would make 20. We subtracted those. Okay. 5 times 8, so that's going to give us 40, 13, and 5. 5 divided by 40 is 8, and then 8 plus 13 is 21. I keep getting 21. Okay, let's do it a different way. 5, 5, 8, 13, 13 times 5 is what? Um, 5 first and then 5 times 3 is 15. 5, 1, 5. Um, and then what if I divided that by 5 again? That would give me 13, 13, and 8, girl. Okay, um, let's change it up again. 5 plus 5. Um, 10 plus 18. I mean, plus 8. No, not going to work because that's 24. I mean, let's do 8 minus 5. That gives us 3. So now we have 13, 5, and 3, right? What if I did 3 times 15? No. Times 13? No. No, still doesn't work. Let's do another way. Okay, what about, okay, start again. 5, 5, 8,","start_state = [5,5,8,13]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""8+13=21"",
    resulting_state=(5, 5, 21),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""5+13=18"",
    resulting_state=(5, 8, 18),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""8-5=3"",
    resulting_state=(3, 18),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""18+3=21"",
    resulting_state=(21,),
    comment="""",
)

curr_state = graph.move_to_node(start_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""13+5+5=23"",
    resulting_state=(8, 23),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""5+8=13"",
    resulting_state=(5, 13, 13),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""5*8=40"",
    resulting_state=(5, 13, 40),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""40/5=8"",
    resulting_state=(8, 13),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""8+13=21"",
    resulting_state=(21,),
    comment="""",
)

curr_state = graph.move_to_node(start_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""13*5=65"",
    resulting_state=(5, 8, 65),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""65/5=13"",
    resulting_state=(8, 13),
    comment="""",
)

curr_state = graph.move_to_node(start_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""5+5=10"",
    resulting_state=(8, 10, 13),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""10+8=18"",
    resulting_state=(13, 18),
    comment="""",
)

curr_state = graph.move_to_node(start_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""8-5=3"",
    resulting_state=(3, 5, 13),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""3*13=39"",
    resulting_state=(5, 39),
    comment="""",
)
",2025-01-05T06:20:26.361Z
1791516,,,survey-text,11,8464522,0.0-1.0-0.10,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," I don't think my mind is registering what I need to do. . . . 7 plus 7 is 14, 4 times 8, 4, 8, 12, 16, 20, 24, 28, 32, 32 minus 14, no, 32 to 24 is going to be less than 10. Okay, 4 times 7, 4, 8, 12, 16, 20, 24, 28, 28, 7 and 8, 28, 7 and 8, 28, 7 and 8. 28, 7, 8, minus 8, 20, plus 7, 27, doesn't seem to be working. Let's do minus 8, minus 4, that's 477. 4 times 7, 4, 8, 12, 16, 20, 24, 28. Okay, let's see. Maybe I was onto something. 8 minus 4 is equal to 4. Leftover, I'll have 4. Wait, 8 minus 4, no more 4, no more 8. So, 4, 7, and 7. 7 plus 7 is 14. No, that doesn't work. 7 minus 4 is 3 times 7 is 21. No, 7 divided by 7, no, none of that works. I feel like I was onto something there. 7 minus 4 is equal to 4, 5, 6, 7, 3, 7 and 8, 21, 29, 7 times 8, excuse me, 3 times 8 is 24. Dang, I feel like I'm getting farther and farther away. I felt like I was super close a second ago, but I could have just done my math incorrectly. Let's go back to 8.","start_state = [4,7,7,8]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""4*8=32"",
    resulting_state=(7, 7, 32),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""7+7=14"",
    resulting_state=(4, 8, 14),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""4*8-(7+7)=18"",
    resulting_state=(18,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""4*7=28"",
    resulting_state=(7, 8, 28),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""28-8+7=27"",
    resulting_state=(27,),
    comment="""",
)

curr_state = graph.move_to_node(start_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""8-4=4"",
    resulting_state=(4, 7, 7),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""7+7=14"",
    resulting_state=(4, 14),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(7-4)*7=21"",
    resulting_state=(21,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""7/7=1"",
    resulting_state=(1, 21),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""7-4=3"",
    resulting_state=(3, 7),
    comment="""",
)

curr_state = graph.move_to_node(start_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""7*8=56"",
    resulting_state=(4, 7, 56),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(7-4)*8=24"",
    resulting_state=(7, 24),
    comment="""",
)
",2025-01-05T06:50:17.876Z
343567,,,survey-text,12,8808094,0.0-1.0-0.11,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," Number 24! Let's see... Target number is 24... Umm... 11, 9, 3, 3... Let's see... Let's give it a try. 3 times 9, open parenthesis, 3 times 9, close parenthesis, minus 3. 3 times 9 is 27. 9 divided by 3 times 4 is 24. 9 divided by 3 times 4 is 24. 9 divided by 3 is 4.","start_state = [3,3,9,11]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""(3*9-3)/11=2.18"",
    resulting_state=(2.18,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""3*9=27"",
    resulting_state=(3, 11, 27),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""27-3=24"",
    resulting_state=(11, 24),
    comment="""",
)

curr_state = graph.move_to_node(start_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""(9/3)*4=24"",
    resulting_state=(11, 24),
    comment="""",
)


",2025-01-05T06:56:01.448Z
630957,,,survey-text,13,9439053,0.0-1.0-0.12,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," Continue. All right, so let's see. If we go 9 plus 9, that's 18. And this is another 8. 18. Let's see, that's not right. So if we go 9 times 3, that's 27. Minus 9 would be 18, plus 5, that's 23, so that's 9. If we go... Minus 5 is 4. Minus 3 is 1 times 9. 5 times 3 is 15, plus 9. So if we go 5 times 3 plus 9, that'd be 24. Then you have this 9 floating here. If you have 9 divided by 3, that's 3. Oh, I think I figured it out. So you've got 9 divided by 3, which is 3, plus 5, which is 8, plus 9, that's only 17. 9 plus 9, that's 18, minus 18 plus 8, 9 minus 3, that's 6.","start_state = [3,5,9,9]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""9+9=18"",
    resulting_state=(3, 5, 18),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""9*3-9+5=23"",
    resulting_state=(23,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""9-5=4"",
    resulting_state=(3, 4, 9),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""5*3+9=24"",
    resulting_state=(9, 24),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""9/3=3"",
    resulting_state=(3, 5, 9),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""3+5+9=17"",
    resulting_state=(17,),
    comment="""",
)

curr_state = graph.move_to_node(start_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""9+9+(3+5)=26"",
    resulting_state=(26,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""9-3=6"",
    resulting_state=(5, 6, 9),
    comment="""",
)
",2025-01-05T07:06:32.407Z
723858,,,survey-text,14,10162923,0.0-1.0-0.13,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," Are you kidding me, dude? This is supposed to be 3 trials, this is like 6. This doesn't even make any freaking sense, dude. 12 plus 11 plus 6 plus 6, right? That means that I'm literally, literally, literally at 35. If I subtract a 6, that puts me at 23. 66 minus 12 is 52. It seems to be 54. Divided by, what's 24 times 6? It's 144. Can I get to 144? 11 times 12 is 132. Plus 6 is 138. Divided by 6. 11 times 12 is 132. Plus 6 is 138 divided by 6. 138 divided by 6 is 23. Hang on. I don't even know what to… I'm not even sure how to even get to this problem dude. Okay, 6 times 6 is 36. 6 times 6 is 36. Plus 12 or minus 12 is 24. But then I just can't get rid of this 11. 6 plus 6 minus 11 is 25. 6 minus 6 is 0. 11 plus 12 is 23, so of course I'm sure it's 1. 12 plus 6 is 18, plus 11 is 29, minus 6 is 23. 12 plus 6 is 18. Dude, I don't know. 6, I've already tried 6 times 6, I've tried 11 times 12. 6 times 11, so like the multiplication doesn't add up for me, or the addition. 12 plus 6 is 18. 12 plus 11 is 23. 12 plus 6 is 18, plus 6 is 24.","start_state = [6,6,11,12]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""11+6+6=23"",
    resulting_state=(12, 23),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(6*11)-12=54"",
    resulting_state=(6, 54),
    comment="""",
)

graph.set_subgoal(
    subgoal_state=(6, 144),
    state_after_subgoal=(24,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""((11*12)+6)/6=23"",
    resulting_state=(23,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""6*6-12=24"",
    resulting_state=(11, 24),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""6+6-11=1"",
    resulting_state=(1, 12),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""6-6=0"",
    resulting_state=(0, 11, 12),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""11+12=23"",
    resulting_state=(6, 6, 23),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""12+6=18"",
    resulting_state=(6, 11, 18),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""12*11=23"",
    resulting_state=(6, 6, 23),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""12+6+6=24"",
    resulting_state=(11, 24),
    comment="""",
)



",2025-01-05T07:18:36.277Z
118478,,,survey-text,15,10281405,0.0-1.0-0.14,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," . . . Okay, so 13, nope, delete. 13, nope, minus 13. Plus 11, plus 13.","start_state = [11,13,13,13]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""13+11+13=37"",
    resulting_state=(13, 37),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(13-13)+11+13=24"",
    resulting_state=(24,),
    comment="""",
)

",2025-01-05T07:20:34.759Z
239999,,,survey-text,16,10521414,0.0-1.0-0.15,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," For example, 10 times 11 is 16. 5 x 10 is 50, 5 x 10 is 50, 5 x 10 is 50, 5 x 10 is 50, 5 x 10 is 50, 5 x 10 is 50, 5 x 10 is 50, 4 times 10 is 14. Number minus 5 is 6 plus 10 plus 10 is 6. 2 plus 10 is 11. That's 23. Let me see. Ten times 11.","start_state = [5,10,10,11]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""10*11=110"",
    resulting_state=(5, 10, 110),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""10+5=15"",
    resulting_state=(10, 11, 15),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""11-5=6"",
    resulting_state=(6, 10, 10),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""10+10=20"",
    resulting_state=(5, 11, 20),
    comment="""",
)


",2025-01-05T07:24:34.768Z
263196,,,survey-text,17,10784614,0.0-1.0-0.16,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," Target number 24. 8 plus 8 is 16. 16, 17, 18, 19, 20, 16, 8 plus 8 plus 11 minus 4. You play 16, 26, open parenthesis 8 plus 8 close parenthesis plus 11 is 26 Close parentheses, 11 minus 4. Close parentheses, that is 26. 16, 17, 18, 19, 20, 22, 23, 24, and that's 12. Plus 8, 12, 13, 14, 15, 16, 17, 18, 19. Close parenthesis. 12, 13, 14, 15, 16, 17, 18, 19. Minus 4. Plus, open parenthesis, 8 minus 4. Alright, 11 plus 8.","start_state = [4,8,8,11]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""8+8=16"",
    resulting_state=(4, 11, 16),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""11-4=7"",
    resulting_state=(7, 8, 8),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""8+8+11=26"",
    resulting_state=(4, 26),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(11+8)+(8-4)=23"",
    resulting_state=(23,),
    comment="""",
)

",2025-01-05T07:28:57.968Z
128061,,,survey-text,18,10912678,0.0-1.0-0.17,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," 6, 8, 12, 12. 12 minus 12, no. 8 minus 6, 2. This one must work also. 12 minus 8. Let's see. Ah, yeah, yeah, yeah. 12 times 8, put the broker finals into broker 12, times 6,","start_state = [6,8,12,12]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""12-12=0"",
    resulting_state=(0, 6, 8),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""12-8=4"",
    resulting_state=(4, 6, 12),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(12*8)-(12*6)=24"",
    resulting_state=(24,),
    comment="""",
)


",2025-01-05T07:31:06.032Z
24019,,,survey-text,19,10936700,0.0-1.0-0.18,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5", 5 multiplied by 9 divided by 3 plus 9.,"start_state = [3,5,9,9]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""(5*9)/3+9=24"",
    resulting_state=(24,),
    comment="""",
)
",2025-01-05T07:31:30.054Z
210595,,,survey-text,20,11147300,0.0-1.0-0.19,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, so 6 times 4. 6 times 4 is 24. 9 minus 6 is 3. 9-6 times 4 times 2","start_state = [2,4,6,9]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""6*2=12"",
    resulting_state=(4, 9, 12),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""6*4=24"",
    resulting_state=(2, 9, 24),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(9-6)*(4*2)=24"",
    resulting_state=(24,),
    comment="""",
)
",2025-01-05T07:35:00.654Z
366241,,,survey-text,21,11513547,0.0-1.0-0.20,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," Okay, you've got to be kidding me here. Minus 3 is 29. Divided by 3, no, divided by 8 is 5. Dude, 10 times 8 plus, oh no. I do not know. I've been saying my thoughts out loud this entire time, dude. I can't take a break or pause. This is actually heating me up, dude. I need help. 3 plus 4, I'm already done. 8 plus 10 is 18, which makes no sense. 3 times 4 is 15 times 8 times 2.","start_state = [3,4,8,10]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""10+8+4+3=25"",
    resulting_state=(25,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""4*3=12"",
    resulting_state=(8, 10, 12),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""12+8+10=30"",
    resulting_state=(30,),
    comment="""",
)

curr_state = graph.move_to_node(start_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""10*8=80"",
    resulting_state=(3, 4, 80),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(10*4)-8-3=29"",
    resulting_state=(29,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""10*8=80"",
    resulting_state=(3, 4, 80),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""8+10=18"",
    resulting_state=(3, 4, 18),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""3*4=12"",
    resulting_state=(8, 10, 12),
    comment="""",
)

",2025-01-05T07:41:06.901Z
40122,,,survey-text,22,11553672,0.0-1.0-0.21,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," Okay, oh this is easy. 1, 2, 3, and 8. 1, 2, 3, and 8. So this, I know we're going to go, uh, let's see. 1, 2, 3, and 8. So I'm going to do 2 times my parentheses. 1 plus 8 parentheses plus 3 parentheses.","start_state = [1,2,3,8]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""2*((1+8)+3)=24"",
    resulting_state=(24,),
    comment="""",
)
",2025-01-05T07:41:47.026Z
368751,,,survey-text,23,11922429,0.0-1.0-0.22,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," This is 10, this is 3, this is 5, 15, no, 5 divided by 5, 5 times 5 is 5, 8 minus 5 is 3, so it's 6. This is quite taxing. So, 15 x 10 x 5 x 10 x 5 x 10 x 5 x 10 x 5 If they're still, they're his. Let's replace 1, 2, 3, 4.","start_state = [5,5,8,13]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""5*(8-5)=15"",
    resulting_state=(13, 15),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(8*13)/(5*5)=4.16"",
    resulting_state=(4.16,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""8*5=40"",
    resulting_state=(5, 13, 40),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""8*(5+5)=80"",
    resulting_state=(13, 80),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(5+5)/8=1.25"",
    resulting_state=(1.25, 13),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(5/5)+8+13=22"",
    resulting_state=(22,),
    comment="""",
)

",2025-01-05T07:47:55.783Z
386606,,,survey-text,24,12308985,0.0-1.0-0.23,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," Okay, we have 2, 3, 5, and 10. 2 times 3 plus... Okay, so we start by 2. Times 3, okay, okay, okay Delete, delete 2 Times 3 minus No, no, no, no, no, no, no, no, no, no. into bracket two plus three what is that? I get it. Delete, delete, delete, delete.","start_state = [2,3,5,10]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""2*3=6"",
    resulting_state=(5, 6, 10),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(10-5)*2+3=13"",
    resulting_state=(13,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""5-3=2"",
    resulting_state=(2, 2, 10),
    comment="""",
)

",2025-01-05T07:54:22.339Z
290070,,,survey-text,25,12599057,0.0-1.0-0.24,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," 4 times 6 is 24. It's Oh no, oh no, oh no, I don't know. Ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, ok, Let's see. Let's see. Let's see. Let's see.","start_state = [2,4,6,13]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""4*6=48"",
    resulting_state=(2, 13, 48),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""13-6=7"",
    resulting_state=(2, 4, 7),
    comment="""",
)

",2025-01-05T07:59:12.411Z
931500,,,survey-text,26,13530554,0.0-1.0-0.25,5,2,2025-01-05 04:29:09,fa36d76c4699a627e33a91273f083d6e,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,Macintosh,Firefox,133.0,OS X,10.15,,"en-US,en;q=0.5"," 9 plus 6 is 15? 15 plus 4 plus 2. 4 times 2 is 8. 9 plus 6 plus 8 is 23. 12 6 times 2 is 12 plus 9 plus 4 is 25. 9 times 2 is 18. 18 plus 4 plus 6 is 28. Okay, so I need to do some type of more multiplication. 9 times 654 divided by 8 is 645. That's not right, is it? 9 times 4 is 36 minus 6 minus 2 is 28. 9 times 2 plus 6. Times 4. 6 minus 2. 4 plus 16 plus 9 is 25? Are you serious? 6 minus 2 times 4 plus 9. 6 minus... Is it 9? Maybe 9 minus 6. 4 times 2. 9 minus 6 is 3. 4 plus 2 times 6. 6 times 6 is 36. What is 9? No, it puts you at 27. What was multiple?","start_state = [2,4,6,9]
curr_state = start_state
graph = GraphBuilder(curr_state)

new_state = graph.explore_operation(
    curr_state,
    operation=""9+6=15"",
    resulting_state=(2, 4, 15),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""9+6+4+2=21"",
    resulting_state=(21,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""4*2=8"",
    resulting_state=(6, 8, 9),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""4*2=8"",
    resulting_state=(6, 8, 9),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""9+6+4=25"",
    resulting_state=(2, 25),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""9*2=18"",
    resulting_state=(4, 6, 18),
    comment="""",
)

curr_state = graph.move_to_node(new_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""18+4+6=28"",
    resulting_state=(28,),
    comment="""",
)

curr_state = graph.move_to_node(start_state)
new_state = graph.explore_operation(
    curr_state,
    operation=""9*6/(4*2)=6.5"",
    resulting_state=(6.5,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""9*4-6-2=28"",
    resulting_state=(28,),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""9*4+6=24"",
    resulting_state=(4, 24),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""9-6=3"",
    resulting_state=(2, 3, 4),
    comment="""",
)

new_state = graph.explore_operation(
    curr_state,
    operation=""(4+2)*6-9=27"",
    resulting_state=(27,),
    comment="""",
)


",2025-01-05T08:14:43.908Z
